Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Spontaneous Artist,Kaladesh,134,Near Mint,English,foil,,,,,,,0
6,0,Spontaneous Mutation,Eldritch Moon,74,Near Mint,English,,,,,,,,
4,0,Springsage Ritual,Eldritch Moon,172,Near Mint,English,,,,,,,,
1,0,Squelching Leeches,Duel Decks: Nissa vs. Ob Nixilis,62,Near Mint,English,,,,,,,,0
5,0,Stallion of Ashmouth,Shadows over Innistrad,136,Near Mint,English,,,,,,,,
1,0,Start Your Engines,Kaladesh,135,Near Mint,English,,,,,,,,
1,0,Steadfast Cathar,Eldritch Moon,44,Near Mint,English,,,,,,,,
7,0,Stensia Banquet,Eldritch Moon,144,Near Mint,English,,,,,,,,
11,0,Stensia Innkeeper,Eldritch Moon,145,Near Mint,English,,,,,,,,
5,0,Stensia Masquerade,Shadows over Innistrad,184,Near Mint,English,,,,,,,,
3,0,Stern Constable,Shadows over Innistrad,39,Near Mint,English,,,,,,,,
3,0,Stitched Mangler,Shadows over Innistrad,89,Near Mint,English,,,,,,,,0
1,0,Stitchwing Skaab,Shadows over Innistrad,90,Near Mint,English,,,,,,,,
3,0,Stoic Builder,Shadows over Innistrad,231,Near Mint,English,,,,,,,,
1,0,Stoic Builder,Shadows over Innistrad,231,Near Mint,English,foil,,,,,,,0
3,0,Stone Quarry,Shadows over Innistrad,279,Near Mint,English,,,,,,,,0
1,0,Stone Quarry,Shadows over Innistrad,279,Near Mint,English,foil,,,,,,,0
3,0,Stormrider Spirit,Shadows over Innistrad,91,Near Mint,English,,,,,,,,
4,0,Strange Augmentation,Eldritch Moon,105,Near Mint,English,,,,,,,,0
1,0,Strength of Arms,Shadows over Innistrad,40,Near Mint,English,,,,,,,,
4,0,Stromkirk Condemned,Eldritch Moon,106,Near Mint,English,,,,,,,,
1,0,Stromkirk Mentor,Shadows over Innistrad,137,Near Mint,English,,,,,,,,
4,0,Stromkirk Occultist,Eldritch Moon,146,Near Mint,English,,,,,,,,
3,0,Structural Distortion,Shadows over Innistrad,185,Near Mint,English,,,,,,,,
4,0,Subtle Strike,Kaladesh,100,Near Mint,English,,,,,,,,
6,0,Succumb to Temptation,Eldritch Moon,107,Near Mint,English,,,,,,,,
2,0,Summary Dismissal,Eldritch Moon,75,Near Mint,English,,,,,,,,
4,0,Sunken Hollow,Battle for Zendikar,249,Near Mint,English,,,,,,,,
1,0,Survive the Night,Shadows over Innistrad,41,Near Mint,English,,,,,,,,
11,0,Swamp,Shadows over Innistrad,289,Near Mint,English,,,,,,,,0
11,0,Swamp,Shadows over Innistrad,290,Near Mint,English,,,,,,,,
10,0,Swamp,Shadows over Innistrad,291,Near Mint,English,,,,,,,,0
4,0,Swamp,Kaladesh,256,Near Mint,English,,,,,,,,0
4,0,Swamp,Kaladesh,257,Near Mint,English,,,,,,,,0
31,0,Swamp,Kaladesh,258,Near Mint,English,,,,,,,,
6,0,Swift Spinner,Eldritch Moon,173,Near Mint,English,,,,,,,,
1,0,Swiftwater Cliffs,Commander 2016,330,Near Mint,English,,,,,,,,0
4,0,Take Down,Kaladesh,170,Near Mint,English,,,,,,,,
7,0,Take Inventory,Eldritch Moon,76,Near Mint,English,,,,,,,,0
1,0,"Tamiyo, Field Researcher",Eldritch Moon,190,Mint,English,,,,,,,,0
6,0,Tasseled Dromedary,Kaladesh,30,Near Mint,English,,,,,,,,
8,0,Tattered Haunter,Eldritch Moon,77,Near Mint,English,,,,,,,,0
1,0,Tendrils of Corruption,Duel Decks: Nissa vs. Ob Nixilis,63,Near Mint,English,,,,,,,,0
1,0,Terramorphic Expanse,Commander 2016,332,Near Mint,English,,,,,,,,0
6,0,Terrarion,Eldritch Moon,201,Near Mint,English,,,,,,,,0
2,0,Territorial Gorger,Kaladesh,136,Near Mint,English,,,,,,,,
2,0,Terror of the Fairgrounds,Kaladesh,137,Near Mint,English,,,,,,,,
4,0,Tezzeret's Ambition,Kaladesh,65,Near Mint,English,,,,,,,,
1,0,Thalia's Lancers,Eldritch Moon,47,Near Mint,English,,,,,,,,
1,0,"Thalia, Heretic Cathar",Eldritch Moon,46,Near Mint,English,,,,,,,,
6,0,Thermo-Alchemist,Eldritch Moon,147,Near Mint,English,,,,,,,,
1,0,Thicket Elemental,Duel Decks: Nissa vs. Ob Nixilis,21,Near Mint,English,,,,,,,,0
2,0,Thirsting Axe,Eldritch Moon,202,Near Mint,English,,,,,,,,0
1,0,Thirsting Axe,Eldritch Moon,202,Near Mint,English,foil,,,,,,,0
1,0,Thornhide Wolves,Shadows over Innistrad,232,Near Mint,English,,,,,,,,
2,0,Thornweald Archer,Duel Decks: Nissa vs. Ob Nixilis,22,Near Mint,English,,,,,,,,0
1,0,Thornwood Falls,Commander 2016,333,Near Mint,English,,,,,,,,0
7,0,Thraben Foulbloods,Eldritch Moon,108,Near Mint,English,,,,,,,,0
1,0,Thraben Gargoyle,Shadows over Innistrad,266,Near Mint,English,,,,,,,,
9,0,Thraben Standard Bearer,Eldritch Moon,48,Near Mint,English,,,,,,,,0
1,0,"Thrasios, Triton Hero",Commander 2016,46,Near Mint,English,,,,,,,,0
4,0,Thriving Grubs,Kaladesh,138,Near Mint,English,,,,,,,,
3,0,Thriving Ibex,Kaladesh,31,Near Mint,English,,,,,,,,
3,0,Thriving Rats,Kaladesh,102,Near Mint,English,,,,,,,,
4,0,Thriving Rhino,Kaladesh,171,Near Mint,English,,,,,,,,
2,0,Thriving Turtle,Kaladesh,66,Near Mint,English,,,,,,,,
1,0,Throttle,Shadows over Innistrad,138,Near Mint,English,,,,,,,,0
4,0,Tidy Conclusion,Kaladesh,103,Near Mint,English,,,,,,,,
2,0,Tooth Collector,Shadows over Innistrad,140,Near Mint,English,,,,,,,,0
1,0,Topplegeist,Shadows over Innistrad,45,Near Mint,English,,,,,,,,
3,0,Torch Gauntlet,Kaladesh,237,Near Mint,English,,,,,,,,
1,0,Tormenting Voice,Khans of Tarkir,123,Near Mint,English,,,,,,,,0
5,0,Tormenting Voice,Shadows over Innistrad,186,Near Mint,English,,,,,,,,0
1,0,Torrential Gearhulk,Kaladesh,67,Near Mint,English,,,,,,,,
1,0,Town Gossipmonger,Shadows over Innistrad,46,Near Mint,English,,,,,,,,
1,0,Trail of Evidence,Shadows over Innistrad,93,Near Mint,English,,,,,,,,
1,0,Treacherous Terrain,Commander 2016,47,Near Mint,English,,,,,,,,0
1,0,Treasure Cruise,Commander 2016,101,Near Mint,English,,,,,,,,0
1,0,Treetop Village,Duel Decks: Nissa vs. Ob Nixilis,30,Near Mint,English,,,,,,,,0
2,0,Trusty Companion,Kaladesh,33,Near Mint,English,,,,,,,,
4,0,Turn Aside,Eldritch Moon,78,Near Mint,English,,,,,,,,0
2,0,Twins of Maurer Estate,Shadows over Innistrad,142,Near Mint,English,,,,,,,,
1,0,Ulrich of the Krallenhorde,Prerelease Events: Eldritch Moon,191,Near Mint,English,,,,,,,,0
3,0,Ulrich of the Krallenhorde,Eldritch Moon,191,Near Mint,English,,,,,,,,
1,0,Ulvenwald Captive,Eldritch Moon,175,Near Mint,English,foil,,,,,,,0
6,0,Ulvenwald Captive,Eldritch Moon,175,Near Mint,English,,,,,,,,0
2,0,Uncaged Fury,Shadows over Innistrad,188,Near Mint,English,,,,,,,,
1,0,Underhanded Designs,Kaladesh,104,Near Mint,English,,,,,,,,
1,0,Unhallowed Pact,Duel Decks: Nissa vs. Ob Nixilis,64,Near Mint,English,,,,,,,,0
2,0,Uninvited Geist,Shadows over Innistrad,94,Near Mint,English,,,,,,,,
1,0,Universal Solvent,Aether Revolt,178,Near Mint,English,,,,,,,,
1,0,Unlicensed Disintegration,Kaladesh,187,Near Mint,English,,,,,,,,
2,0,Unruly Mob,Shadows over Innistrad,47,Near Mint,English,,,,,,,,0
2,0,Unsubstantiate,Magic Game Day Cards,53,Near Mint,English,,,,,,,,0
5,0,Unsubstantiate,Eldritch Moon,79,Near Mint,English,,,,,,,,
5,0,Vampire Cutthroat,Eldritch Moon,110,Near Mint,English,,,,,,,,
4,0,Vampire Noble,Shadows over Innistrad,143,Near Mint,English,,,,,,,,
2,0,Vedalken Blademaster,Kaladesh,68,Near Mint,English,,,,,,,,
1,0,Verdant Automaton,Aether Revolt,180,Near Mint,English,,,,,,,,
1,0,Verdurous Gearhulk,Kaladesh,172,Near Mint,English,,,,,,,,
2,0,Vessel of Ephemera,Shadows over Innistrad,48,Near Mint,English,,,,,,,,
5,0,Vessel of Malignity,Shadows over Innistrad,144,Near Mint,English,,,,,,,,
4,0,Vessel of Nascency,Shadows over Innistrad,237,Near Mint,English,,,,,,,,0
2,0,Vessel of Paramnesia,Shadows over Innistrad,95,Near Mint,English,,,,,,,,0
2,0,Vessel of Volatility,Shadows over Innistrad,189,Near Mint,English,,,,,,,,
1,0,Veteran Cathar,Shadows over Innistrad,238,Near Mint,English,,,,,,,,0
2,0,Veteran Motorist,Kaladesh,188,Near Mint,English,,,,,,,,
2,0,Vexing Scuttler,Eldritch Moon,11,Near Mint,English,,,,,,,,
1,0,Vial Smasher the Fierce,Commander 2016,49,Near Mint,English,,,,,,,,0
4,0,Vildin-Pack Outcast,Eldritch Moon,148,Near Mint,English,,,,,,,,
2,0,Vines of the Recluse,Duel Decks: Nissa vs. Ob Nixilis,23,Near Mint,English,,,,,,,,0
1,0,Volcanic Vision,Commander 2016,137,Near Mint,English,,,,,,,,0
1,0,Voldaren Duelist,Shadows over Innistrad,191,Near Mint,English,,,,,,,,
4,0,Voldaren Pariah,Eldritch Moon,111,Near Mint,English,,,,,,,,
2,0,Voltaic Brawler,Kaladesh,189,Near Mint,English,,,,,,,,
9,0,Wailing Ghoul,Eldritch Moon,112,Near Mint,English,,,,,,,,
1,0,Walker of the Grove,Duel Decks: Nissa vs. Ob Nixilis,24,Near Mint,English,,,,,,,,0
1,0,Wall of Blossoms,Commander 2016,175,Near Mint,English,,,,,,,,0
7,0,Warped Landscape,Shadows over Innistrad,280,Near Mint,English,,,,,,,,0
4,0,Warping Wail,Oath of the Gatewatch,12,Near Mint,English,,,,,,,,
1,0,Waste Not,Commander 2016,117,Near Mint,English,,,,,,,,0
2,0,Watcher in the Web,Shadows over Innistrad,239,Near Mint,English,,,,,,,,
5,0,Waxing Moon,Eldritch Moon,177,Near Mint,English,,,,,,,,0
2,0,Wayward Giant,Kaladesh,139,Near Mint,English,,,,,,,,
2,0,Weaponcraft Enthusiast,Kaladesh,105,Near Mint,English,,,,,,,,
4,0,Weirded Vampire,Eldritch Moon,113,Near Mint,English,,,,,,,,
5,0,Weldfast Monitor,Kaladesh,238,Near Mint,English,,,,,,,,
5,0,Weldfast Wingsmith,Kaladesh,69,Near Mint,English,,,,,,,,
5,0,Welding Sparks,Kaladesh,140,Near Mint,English,,,,,,,,
1,0,Westvale Abbey,Shadows over Innistrad,281,Near Mint,English,,,,,,,,
1,0,Wheel of Fate,Commander 2016,138,Near Mint,English,,,,,,,,0
1,0,Whims of the Fates,Commander 2016,139,Near Mint,English,,,,,,,,0
4,0,Whirler Rogue,Magic Origins,83,Near Mint,English,,,,,,,,
1,0,Whirler Virtuoso,Kaladesh,190,Near Mint,English,,,,,,,,
1,0,Whirlermaker,Kaladesh,239,Near Mint,English,,,,,,,,
1,0,Whispering Madness,Commander 2016,229,Near Mint,English,,,,,,,,0
2,0,Whispers of Emrakul,Eldritch Moon,114,Near Mint,English,,,,,,,,
1,0,Whispersilk Cloak,Commander 2016,280,Near Mint,English,,,,,,,,0
2,0,Wicker Witch,Shadows over Innistrad,268,Near Mint,English,,,,,,,,0
5,0,Wild Wanderer,Kaladesh,173,Near Mint,English,,,,,,,,
2,0,Wild-Field Scarecrow,Shadows over Innistrad,269,Near Mint,English,,,,,,,,0
1,0,Wildest Dreams,Kaladesh,174,Near Mint,English,,,,,,,,
3,0,Wily Bandar,Kaladesh,175,Near Mint,English,,,,,,,,
4,0,Wind Drake,Kaladesh,70,Near Mint,English,,,,,,,,
1,0,Windfall,Commander 2016,104,Near Mint,English,,,,,,,,0
2,0,Wispweaver Angel,Kaladesh,35,Near Mint,English,,,,,,,,
1,0,Wolf,Extras: Shadows over Innistrad,9,Near Mint,English,,,,,,,,
5,0,Wolfkin Bond,Eldritch Moon,178,Near Mint,English,,,,,,,,
1,0,Wood Elves,Duel Decks: Nissa vs. Ob Nixilis,25,Near Mint,English,,,,,,,,0
2,0,Woodborn Behemoth,Duel Decks: Nissa vs. Ob Nixilis,26,Near Mint,English,,,,,,,,0
6,0,Woodcutter's Grit,Eldritch Moon,179,Near Mint,English,,,,,,,,0
12,0,Woodland Patrol,Eldritch Moon,180,Near Mint,English,,,,,,,,
4,0,Woodland Stream,Shadows over Innistrad,282,Near Mint,English,,,,,,,,
3,0,Woodweaver's Puzzleknot,Kaladesh,240,Near Mint,English,,,,,,,,
4,0,Workshop Assistant,Kaladesh,241,Near Mint,English,,,,,,,,
1,0,Worm Harvest,Commander 2016,238,Near Mint,English,,,,,,,,0
1,0,Wrangle,Aether Revolt,101,Near Mint,English,,,,,,,,
1,0,Wretched Gryff,Eldritch Moon,12,Near Mint,English,foil,,,,,,,0
8,0,Wretched Gryff,Eldritch Moon,12,Near Mint,English,,,,,,,,
1,0,"Yidris, Maelstrom Wielder",Oversized: Commander 2016,50,Near Mint,English,,,,,,,,0
1,0,"Yidris, Maelstrom Wielder",Commander 2016,50,Near Mint,English,foil,,,,,,,0
2,0,Zombie,Extras: Shadows over Innistrad,5,Near Mint,English,,,,,,,,0
2,0,Zombie,Extras: Eldritch Moon,3,Near Mint,English,,,,,,,,0
2,0,Zombie,Extras: Eldritch Moon,4,Near Mint,English,,,,,,,,0
1,0,Zombie,Extras: Eldritch Moon,5,Near Mint,English,,,,,,,,0
1,0,Zombie,Extras: Eldritch Moon,6,Near Mint,English,,,,,,,,0
1,0,Zombie,Prerelease Events: Eldritch Moon,1,Near Mint,English,,,,,,,,0
